Feature	DE41NGSUKBR126214	DE68NGSUKBR126213	DE14NGSUKBR126215	DE03NGSUKBR126219	DE57NGSUKBR126217	DE95NGSUKBR126212	DE73NGSUKBR126220	DE84NGSUKBR126216	DE71NGSUKBR117720	DE87NGSUKBR117723
2610020C07Rik	0.0001	0.0001	0.109464	0.539225	0.698324	0.705704	0.0001	0.0001	0.546122	0.508027
2610021A01Rik	0.0001	0.0001	2.62485	0.0001	3.75305	1.14671	4.90231	2.05655	0.0001	0.213594
2610028D06Rik	1.00958	0.0001	0.328193	0.0001	1.39655	1.67591	0.0925946	0.846872	1.01414	3.96193
2610028E06Rik	0.0001	0.0001	0.218829	0.0001	0.261934	0.0883005	0.0001	0.0001	0.0001	1.62547
2610035D17Rik	0.0001	0.0001	0.109464	0.8627	0.611046	0.352902	0.0001	0.96784	0.156106	1.01595
2610037D02Rik	3.86977	10.9278	20.9981	18.2225	19.3758	22.1384	6.38223	14.2743	16.6148	23.8727
2610044O15Rik8	2.66645	8.43327	1.97835	1.57307	2.6438	5.73836	0.000111751	0.466048	1.40773	4.12295
2610203C22Rik	0.0001	0.0001	0.00442611	0.0001	0.0001	1.94051	0.0001	0.0001	0.00318556	1.11754
2610301B20Rik	0.0001	18.9745	6.45261	3.77397	1.74566	5.55673	0.0001	0.48397	5.0703	19.6061
2610306M01Rik	0.0842232	2.68234	0.328193	0.754875	0.785602	1.14671	0.0925946	0.121067	1.48216	3.65717
2610306O10Rik	0.0001	0.0001	1.42184	2.37225	0.698324	0.264701	1.665	0.96784	0.156106	0.508027
2610307P16Rik	0.0001	3.2784	0.875015	0.754875	0.087378	2.55791	0.0001	0.0001	1.32615	4.8762
2610507B11Rik	18.5913	70.9305	87.2729	31.5928	169.669	49.216	39.4953	158.588	68.6429	67.2496
2610507I01Rik	0.0001	0.0001	0.328193	1.07835	0.611046	1.41131	0.0001	0.725905	7.80041	5.38413
2700029L08Rik	0.0001	0.0001	0.0001	0.0001	0.261934	0.529303	0.0001	0.242035	1.71617	1.21912
2700033N17Rik	0.0001	1.98695	0.656287	0.4314	0.174656	0.793904	0.0001	0.96784	4.75829	3.65717
2700038G22Rik	3.70152	0.0001	12.6864	5.49917	14.9246	0.529303	8.78709	4.4759	1.09214	1.21912
2700046G09Rik	4.96337	9.83499	0.109464	0.970525	0.087378	0.793904	0.0001	0.242035	4.68029	0.711198
2700049A03Rik	5.04749	2.583	2.40612	0.8627	2.00749	5.02753	3.88487	0.725905	10.2185	8.12693
2700054A10Rik	0.0001	0.0001	0.0001	0.4314	0.611046	1.47781	0.0001	0.0001	0.390115	3.25083
2700062C07Rik	7.65531	3.77511	1.96866	2.69572	3.49122	1.23491	3.69988	3.87106	1.32615	2.43815
2700078F05Rik	2.1873	2.28497	0.656287	1.18617	0.261934	4.85113	0.0001	1.93558	4.68029	8.93961
2700080J24Rik	0.0001	0.0001	0.0001	0.107925	0.0001	0.0001	0.0001	0.604937	0.0001	1.11754
2700081O15Rik	12.2821	41.3265	58.0726	48.737	44.6864	25.3136	24.9736	35.6855	33.6194	44.1898
2700097O09Rik	17.5819	12.3186	4.81213	3.88286	3.05483	7.23254	3.69988	3.26622	10.4525	13.003
2700099C18Rik	0.0001	0.0001	0.218829	0.0001	0.349212	0.352902	0.0001	0.0001	0.624125	0.914369
2810001G20Rik	0.673086	3.37774	0.546922	1.18617	1.13471	2.64611	0.0001	0.96784	2.88622	5.18095
2810002D19Rik	0.0001	0.0994423	0.437558	0.8627	1.48383	0.882105	1.11004	0.363002	0.624125	2.53128
2810004N23Rik	15.0581	6.35801	27.7787	24.3799	25.1362	18.6986	31.3558	14.1533	44.3641	34.5835
2810006K23Rik	0.841332	12.9146	5.79641	6.14612	4.01489	6.416	5.1798	8.70976	5.46032	2.33656
2810013P06Rik	4.79512	5.26524	2.40612	2.04877	3.66578	2.55791	0.0001	0.48397	6.86437	8.83803
2810021J22Rik	0.925455	2.583	0.437558	1.18617	1.04744	1.94051	0.0001	1.69364	0.0859351	1.01595
2810025M15Rik	0.0001	44.4061	11.5927	9.38087	10.0371	7.05614	4.16236	11.492	2.4962	8.33011
2810029C07Rik	2.5238	14.8021	0.437558	0.64705	0.611046	1.23491	1.94249	0.0001	0.0781031	0.711198
2810032G03Rik	0.0001	0.0001	1.96866	1.18617	1.30927	2.02871	0.0001	0.0001	2.02818	1.4223
2810039B14Rik	7.73944	0.0001	2.51548	1.50965	2.09477	2.48301	0.0001	1.33074	1.56016	2.75347
2810402E24Rik	11.2726	5.97163	5.03086	3.8818	3.40394	4.32192	1.48001	1.69364	6.00634	4.36827
2810403D21Rik	9.76218	18.2791	8.96798	4.42092	11.0844	22.2266	13.0418	9.79846	9.67248	7.21266
2810404F17Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.11754
2810405F17Rik	0.0001	0.0001	0.0001	0.0001	0.174656	0.441102	0.0001	0.0001	3.12022	0.203271
2810407A14Rik	0.0001	0.0001	0.0001	0.4314	0.0001	0.264701	0.0001	0.363002	0.0001	0.203271
2810408A11Rik	0.0001	0.0001	0.328193	0.0001	0.0001	0.264701	0.0001	0.0001	0.0001	1.4223
2810408I11Rik	0.0001	0.0001	0.98438	0.4314	0.698324	0.529303	0.0001	0.604937	0.936137	0.0001
2810410L24Rik	0.0001	9.43762	0.218829	0.0001	0.611046	0.529303	0.0001	0.48397	0.546122	3.35242
2810414N06Rik	2.94441	0.0001	0.0001	0.64705	0.261934	0.0001	0.0001	0.0001	0.0001	0.0001
2810428J06Rik	0.0001	0.0001	3.71849	0.970525	3.5785	1.14671	0.0001	0.846872	0.858134	1.82864
2810429I04Rik	0.0001	6.94546	0.0001	1.0497	0.349212	0.0883005	0.0001	0.0001	0.0001	0.24802
2810432F15Rik	9.82345	0.0001	0.0001	1.18617	1.30927	0.882105	0.0001	2.05655	0.893727	1.93287
2810433D01Rik	0.336593	12.8153	0.328193	0.539225	0.728284	2.55791	2.86743	0.121067	5.85033	6.60315
2810454H06Rik	6.64583	0.0001	1.5312	1.40182	1.74566	1.76411	2.31247	0.96784	1.09214	4.36827
2810455O05Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.02818	0.914369
2810457G06Rik	0.0001	1.49024	0.0001	0.0001	0.0001	0.369288	0.0001	0.0001	0.0001	0.0001
2810459M11Rik	0.0001	3.07971	0.109464	0.107925	0.0001	0.0001	0.0001	0.0001	0.0001	0.812783
2900002M20Rik	0.0001	0.0001	0.765651	0.539225	0.43649	0.529303	0.0001	0.0001	1.01414	0.711198
2900005J15Rik	0.0001	0.0001	1.42184	0.539225	0.785602	0.617503	0.0001	0.363002	3.27623	3.25083
2900009J06Rik	0.0001	0.0001	1.31247	0.64705	0.87288	0.882105	3.32991	1.69364	0.0001	0.0001
2900018N21Rik	0.0842232	0.0001	6.01514	5.71482	5.58589	14.465	8.23212	4.4759	6.78637	7.00949
2900022M07Rik	4.29038	2.08629	4.48404	1.18617	5.935	8.99655	0.0001	5.32267	3.82225	8.22852
2900026A02Rik	0.0001	10.3317	2.40612	9.16522	4.10217	2.55791	3.4224	6.77427	11.7006	15.7458
2900027M19Rik	2.10318	13.2126	7.76497	8.94957	20.1613	20.639	4.25485	10.4033	7.6444	12.7999
2900035J10Rik	0.0001	0.0001	0.765651	1.07835	3.40394	0.705704	0.0001	2.90332	0.858134	0.914369
2900041M22Rik	0.0001	0.198785	0.218829	0.539225	0.087378	0.352902	3.69988	0.0001	0.0001	3.25083
2900045O20Rik	0.0001	0.0001	0.218829	0.107925	0.174656	0.176501	0.0001	1.08881	0.0781031	0.0001
2900052L18Rik	0.0001	0.0001	0.109464	1.18617	0.523768	0.882105	0.0001	0.0001	6.70837	6.29839
2900060B14Rik	0.0001	0.0001	0.41172	0.541201	0.0001	0.332064	0.0001	0.0001	5.38249	5.48034
2900060N12Rik	0.0001	0.0001	0.328193	0.4314	0.174656	0.793904	0.555068	0.725905	0.546122	1.11754
2900076A07Rik	0.0001	0.596154	3.12281	0.323575	1.92832	1.37503	0.0001	0.408833	3.04222	1.72705
2900076G11Rik	0.0001	0.0001	0.875015	0.107925	0.785602	0.0001	0.0001	1.57268	0.546122	1.01595
2900079G21Rik	0.0001	0.0001	0.0001	0.0001	0.523768	0.0883005	0.0001	0.0001	1.56016	0.508027
2900089D17Rik	0.0001	0.0001	4.37468	3.98962	1.74566	1.58771	5.54978	1.20977	1.95018	2.53973
2900092N22Rik	3.44915	0.0001	3.60913	3.34267	3.31666	13.2302	0.0001	2.05655	28.6272	26.7171
2900093K20Rik	27.5925	19.8686	1.8593	2.5879	4.364	3.79272	7.86214	6.89525	1.87217	4.46986
2900097C17Rik	8.07593	210.904	250.335	166.158	248.219	262.661	104.797	246.653	106.614	121.191
3000002C10Rik	0.0001	0.0001	0.0001	0.0001	0.174656	0.441102	0.0001	0.604937	0.234109	1.52388
3010003L21Rik	0.0001	0.0001	0.656287	0.21575	0.0001	0.0001	0.0001	0.0001	0.0001	0.711198
3110001I22Rik	0.0001	0.0001	0.98438	0.539225	0.785602	0.0883005	1.11004	0.96784	0.234109	2.03181
3110006O06Rik	0.0001	0.0001	0.0001	0.0001	0.261934	0.352902	0.0001	0.0001	0.234109	0.101685
3110009E18Rik	0.0001	6.05999	0.437558	0.539225	0.087378	0.352902	4.62483	0.363002	1.17015	0.203271
3110021N24Rik	0.0001	0.0001	3.28103	2.69572	0.87288	2.20511	1.84999	1.33074	3.04222	4.67303
3110040N11Rik	0.0001	0.0001	0.328193	0.970525	0.349212	0.793904	0.0001	0.846872	3.97826	1.32071
3110045C21Rik	3.89389	14.9409	11.1472	13.5271	14.9456	4.45203	0.0001	6.77592	1.04924	0.0001
3110056K07Rik	0.0001	3.47708	6.12451	5.39135	5.06222	8.64375	0.0001	4.35493	5.92833	4.26669
3110080E11Rik	0.0001	0.0001	0.0001	0.0001	0.523768	0.352902	0.0001	0.604937	0.234109	0.0001
3110080O07Rik	6.8982	5.8613	4.9215	6.9009	3.66578	14.2004	3.88487	1.33074	8.73645	15.3395
3110082I17Rik	5.97285	16.4909	3.28103	4.42092	2.44388	1.32311	7.12218	3.87106	6.47435	1.11754
3222401L13Rik	3.36503	36.6574	3.0623	2.69572	2.44388	15.788	0.0001	1.57268	9.82849	15.2379
3300002I08Rik	0.0001	0.0001	0.0001	0.4314	0.087378	0.529303	0.0001	0.0001	0.0001	1.11754
3425401B19Rik	0.0001	0.0001	0.328193	0.0001	0.349212	0.529303	0.0001	0.0001	0.468119	0.0001
3632454L22Rik	0.0842232	0.198785	0.0001	0.107925	0.087378	0.264701	0.0001	0.48397	0.0001	0.406442
3830403N18Rik	0.0001	0.0001	0.875013	0.0001	0.48775	0.0001	0.185089	0.0001	0.0001	1.4223
3830406C13Rik	19.8532	41.9226	8.74925	6.9009	14.6628	14.906	0.0001	5.80654	16.5368	15.2379
3830408C21Rik	0.0001	0.0001	0.765651	0.8627	0.785602	2.29331	0.0001	0.0001	2.96422	1.21912
3830432H09Rik	0.0001	0.0001	0.0001	0.0001	0.611046	0.264701	0.832552	0.0001	0.0001	0.0001
3930402G23Rik	3.44915	0.0001	2.95294	3.8818	0.523768	0.352902	0.0001	2.54042	0.936137	0.304856
4430402I18Rik	0.0001	0.0001	1.5312	0.528187	1.42758	0.980103	0.0001	0.604937	1.11121	1.01595
4631405J19Rik	0.0001	0.0994423	0.328193	0.0001	0.43649	0.0883005	0.0001	0.0001	0.0001	0.914369
4632404H12Rik	3.19678	20.4646	4.48404	1.18617	2.35661	9.87855	0.185089	0.96784	3.12022	9.24437
4632404M16Rik	18.8437	9.04025	0.0001	0.970525	0.43649	11.819	3.5149	0.846872	25.2731	25.9044
4632415L05Rik	0.0001	25.5311	8.53052	3.0192	6.89506	7.84994	5.73477	5.44364	14.9767	10.2602
4632418H02Rik	1.26195	0.0001	0.98438	2.80355	1.5711	3.17532	0.0001	0.0001	1.63816	3.35242
4632427E13Rik	34.3224	144.046	64.744	52.1874	60.9201	81.4757	41.4376	29.8791	65.0545	107.681
4632433K11Rik	0.0001	0.397469	1.82339	1.38851	0.795658	3.3075	0.0001	1.16692	1.34004	1.75542
4633401B06Rik	0.841332	0.0994423	2.18739	0.0001	0.785602	6.52693	0.0001	0.725905	4.68029	5.48571
4732414G09Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.352902	0.0001	0.0001	0.0001	0.812783
4732416N19Rik	0.0001	0.0001	1.09374	1.40182	0.523768	0.617503	0.0001	0.121067	1.79417	0.812783
4732419C18Rik	0.0001	0.0001	0.0001	0.0001	0.087378	0.176501	0.0001	0.0001	0.0001	1.11754
4732440D04Rik	0.0001	0.0001	2.31104	0.64705	1.74566	1.85231	0.0001	0.846872	3.90025	4.8762
4732471J01Rik	0.0001	0.0001	0.453211	0.64705	0.351979	2.08801	0.0001	0.0001	6.53953	2.15252
4732487G21Rik	6.30934	18.6765	8.85862	3.61193	3.12288	5.75054	3.4224	5.08073	1.53942	1.82967
4732491K20Rik	0.0001	0.0001	0.0001	0.539225	0.349212	0.352902	0.0001	0.725905	0.0001	2.03181
4831440D22Rik	0.0001	0.0001	0.2567	4.25236	2.77457	2.28095	2.16233	0.73991	3.15545	6.74924
4833403J16Rik	0.0001	3.87445	0.0001	0.107925	0.087315	0.0001	2.03498	0.0001	0.234109	0.609172
4833411C07Rik	0.0001	0.0001	0.437558	0.4314	0.0001	0.264701	0.0001	0.121067	0.858134	0.0001
4833412C05Rik	0.0001	1.8876	2.40612	1.07835	1.5711	1.94051	0.0001	2.17751	1.01414	2.13339
4833412C15Rik	18.6755	0.198785	18.4827	24.7998	23.6524	21.521	4.80982	25.6452	8.34643	15.8474
4833412K13Rik	5.04749	2.88103	4.37468	5.39135	5.935	11.6426	0.0001	5.80654	8.03442	10.0571
4833413G10Rik	0.757209	0.0001	1.31247	1.18617	1.16815	2.38151	0.0001	2.05655	4.68029	4.75305
4833418N02Rik	0.0001	0.0001	0.656287	0.4314	1.39655	1.23491	0.0001	0.0001	5.61632	4.36827
4833419F23Rik	0.0001	0.0001	0.437558	0.0001	0.0001	0.176501	2.77494	0.121067	0.0001	0.0001
4833420G17Rik	42.1458	53.0487	11.374	4.09745	10.4735	16.67	18.1291	7.37912	34.5555	41.0289
4833421G17Rik	0.0001	0.0001	0.109464	0.0001	0.523768	1.05851	0.0001	0.0001	2.65221	0.914369
4833422C13Rik	0.0842232	0.0001	0.0001	0.21575	1.22255	0.705704	0.0001	1.33074	2.19994	1.4223
4833422M21Rik	0.0937342	0.0994423	0.109464	0.0001	0.31223	0.176501	0.0001	0.425054	0.0001	0.203271
4833427F10Rik	0.0001	7.84815	1.74993	1.7253	0.43649	1.94051	0.0001	0.121067	0.780131	1.72705
4833438C02Rik	2.86029	8.94091	5.35896	6.4696	2.70572	5.02753	1.7575	3.87106	2.5742	7.31425
4833439L19Rik	15.5629	73.7023	106.324	41.4165	77.02	48.7716	23.3336	49.4236	21.1486	20.6743
4921501I09Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.62547
4921504A21Rik	0.0001	0.0001	0.0001	0.0001	0.611046	0.176501	4.71733	0.0001	0.702128	0.0001
4921507P07Rik	0.0001	5.46393	1.20311	1.50965	1.22199	0.705704	0.0001	0.121067	0.234109	1.62547
4921511C10Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.24815	0.0001
4921517D16Rik	0.0001	0.0001	0.0001	0.323575	0.698324	0.352902	0.0001	1.20977	0.0001	0.508027
4921524J17Rik	4.29038	9.23894	7.87434	1.18617	6.02228	2.38815	3.97737	2.78235	4.35022	5.46327
4921531C22Rik	0.0001	4.27182	4.9215	2.37225	2.00749	2.73431	0.0001	1.08881	0.702128	2.84449
4921534A09Rik	0.0001	0.0001	0.437558	0.0001	0.698324	0.0883005	0.0001	0.242035	0.0001	0.0001
4921536K21Rik	0.0001	7.15275	0.109464	0.323575	0.174656	0.0001	0.0001	0.0001	0.0001	0.304856
4930402H24Rik	19.7691	143.351	117.239	92.0826	104.821	72.9419	88.24	68.5886	46.5679	77.6113
4930404A12Rik	0.0001	0.0001	0.000110145	1.01223	0.000100017	1.26487	0.0001	0.0001	0.783897	2.8116
4930404H11Rik	0.0001	5.56327	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
4930404I05Rik	0.0001	26.222	6.92353	0.00822283	9.55356	1.9388	5.51364	3.42935	1.70803	0.000108935
4930405A21Rik	0.0001	0.0001	0.0001	0.0001	0.261934	0.0001	0.0001	0.0001	0.390115	0.508027
4930405J17Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01595
4930412C18Rik	0.0001	0.0001	0.0001	0.4314	0.0001	1.49951	0.0001	0.0001	0.546122	0.711198
4930412F12Rik	0.0001	0.0001	0.0001	0.107925	0.960158	0.264701	0.0001	1.33074	0.312112	1.4223
4930413G21Rik	0.0001	0.0001	0.546922	2.1566	1.5711	1.05851	0.925046	0.242035	1.95018	4.36827
4930420G21Rik	0.0001	0.0001	0.328193	0.0001	0.349212	0.352902	0.0001	0.0001	0.0001	0.0001
4930420N18Rik	0.0001	0.0001	0.109464	0.21575	0.0001	1.14671	0.0001	0.0001	1.17015	1.72705
4930426D05Rik	0.0001	3.87445	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.101685
4930426I24Rik	1.76669	0.0001	0.0001	0.0001	0.0001	0.264701	0.0001	0.0001	3.90025	0.203271
4930426L09Rik	0.0001	0.0001	0.328193	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.62547
4930428E07Rik	0.0842232	0.0001	0.218829	2.04877	4.71311	6.70334	0.0001	0.121067	8.26843	5.38413
4930429F24Rik	0.0001	0.0001	0.765651	0.0001	0.611046	0.705704	0.0001	0.0001	0.390115	1.11754
4930429H19Rik	0.0001	0.0001	0.0001	0.0001	1.13471	0.0001	0.0001	0.0001	0.0001	0.0001
4930430F08Rik	0.168346	11.8893	4.7009	1.54217	2.67347	3.66558	10.8973	1.00137	12.2514	2.88137
4930431P03Rik	0.0001	0.0001	0.0001	0.0001	0.0001	1.14671	0.0001	1.33074	0.156106	0.508027
4930431P19Rik	0.0001	2.08629	5.03086	8.84175	2.96755	9.43755	2.21997	3.26622	7.25439	7.31425
4930432E11Rik	4.20626	0.0001	0.0001	0.4314	0.0001	0.176501	0.0001	0.121067	0.312112	0.0001
4930432K21Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.604937	0.546122	2.03181
4930435N07Rik	0.0842232	0.0001	0.109464	0.0001	0.349212	0.617503	0.0001	0.363002	5.38231	0.406442
4930439A04Rik	3.44915	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.609612
4930442G15Rik	0.0001	0.0001	0.218829	0.0001	0.0001	0.0001	0.0001	0.0001	1.09214	0.0001
4930444E06Rik	0.757209	0.0001	0.218829	0.21575	0.174656	0.0001	0.0001	0.242035	0.0001	0.0001
4930444K16Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.363002	0.546122	0.0001
4930447C04Rik	2.10318	14.3054	0.98438	0.970525	0.605407	1.28091	0.0001	0.604937	2.26219	2.03181
4930448E22Rik	0.0001	0.0001	0.0001	0.0001	0.43649	0.264701	0.0001	0.0001	0.0001	0.406442
4930452B06Rik	0.0001	0.0001	0.0001	0.0001	0.785602	0.0001	3.5149	0.121067	0.312112	1.4223
4930453C13Rik	13.6281	4.76853	9.07735	11.753	11.7826	38.2791	18.7765	15.4839	8.34643	8.3301
4930453N24Rik	0.0001	15.6962	12.4676	15.5269	14.3988	10.6724	11.1919	9.19363	6.63036	10.3618
4930455H04Rik	0.0001	0.0001	0.26626	1.7253	0.0001	0.0001	0.0001	0.0001	0.379772	0.0001
4930455J16Rik	0.336593	0.0001	0.328193	0.21575	0.785602	0.793904	0.370078	0.363002	0.546122	0.101685
4930455M05Rik	2.35555	0.0001	0.98438	0.64705	1.13471	0.0001	0.0001	3.02429	0.0001	0.203271
4930458D05Rik	8.41242	9.33828	0.765651	1.18617	3.22939	8.20274	0.0001	0.121067	8.89245	6.39998
4930466K18Rik	0.0001	0.0001	0.98438	0.107925	2.18205	0.529303	0.0001	0.242035	0.0001	1.01595
4930467E23Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.529303	0.0001	0.000167663	0.684201	0.782807
4930469K13Rik	0.0001	2.98037	0.0001	0.174487	0.00174697	1.02802	0.0001	0.354048	0.858134	0.711198
4930470G03Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.204547	0.0001	0.0001	1.73077	0.0001
4930473A02Rik	0.0001	0.0001	0.875015	0.21575	0.087378	0.0001	2.40496	0.604937	2.88621	4.06352
4930474H06Rik	4.20626	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.000100293	0.00010276
4930474M22Rik	0.0001	0.0001	0.218829	0.107925	0.960158	0.705704	1.57251	0.121067	0.0001	0.812783
4930474N09Rik	0.0001	0.0001	0.0001	0.107925	0.087378	0.0001	0.0001	0.0001	0.0001	1.11754
4930477G07Rik	0.0001	0.0001	0.109464	0.0001	0.43649	0.352902	1.57251	0.0001	0.0001	0.0001
4930478L05Rik	0.0001	0.0001	1.64057	3.23485	5.58589	0.617503	0.0001	2.29848	0.0001	0.203271
4930478M09Rik	3.44915	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
4930480K15Rik	0.0001	0.0001	0.218829	0.4314	0.087378	0.0001	0.0001	0.604937	0.0001	0.0001
4930481A15Rik	0.0001	4.76853	0.0001	0.0001	0.437636	0.441102	0.0001	0.0001	0.780131	0.0001
4930483O08Rik	3.11266	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
4930488L21Rik	0.0001	0.0001	0.437558	1.94095	1.13471	1.05851	0.0001	0.0001	1.63816	1.4223
4930488N15Rik	4.45863	0.0001	0.656287	3.66615	1.74566	1.76411	0.0001	2.54042	0.0781031	1.21912
4930503L19Rik	2.5238	1.98695	0.98438	1.83312	1.83294	2.46971	7.67715	2.05655	9.59448	7.11108
4930506C21Rik	0.000240776	25.7358	3.71661	0.000111693	6.69153	5.557	0.0001	6.62844	2.21709	1.65522
4930509G22Rik	0.0001	6.05998	0.109464	0.0001	0.698324	0.0001	0.185089	0.0001	1.01414	0.304856
4930509H03Rik	2.1873	0.0001	3.60913	4.20527	5.67317	4.05732	6.10474	5.44364	3.19823	2.33656
4930509J09Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0883005	0.0001	0.0001	0.546122	0.812783
4930510E17Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.24815	0.0001
4930511M06Rik	19.6008	5.36459	4.81214	3.34267	4.71311	6.61513	0.647562	3.99203	14.2747	7.61792
4930512B01Rik	2.43967	0.0001	0.546922	0.107925	0.611046	0.292692	0.0001	0.96784	0.312112	0.0001
4930513N10Rik	0.0001	0.0001	0.437558	0.704993	0.087378	0.882105	0.0001	1.08881	0.0001	0.0001
4930513N20Rik	0.0001	0.0001	0.0001	0.0001	0.43649	0.0001	0.0001	0.0001	0.312112	0.711198
4930517E11Rik	0.0001	0.0001	0.109464	0.0001	0.523768	0.264701	0.0001	0.0001	0.0001	0.0001
4930517E14Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.09214	0.0001
4930517G19Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.702128	0.711198
4930518C09Rik	0.0001	0.0001	0.546922	0.107925	1.04744	5.29213	0.0001	0.0001	4.05626	1.32071
4930518I15Rik	0.336593	0.0001	1.74993	0.21575	2.26933	4.85112	3.51489	3.75009	3.2907	2.03181
4930519G04Rik	0.0001	0.0001	0.328193	0.0001	0.349212	0.0001	0.0001	0.121067	0.0001	0.711198
4930519K11Rik	0.0001	0.0001	0.0001	0.0001	0.349212	0.0001	0.0001	0.0001	0.0001	0.609612
4930520O04Rik	0.0001	0.0001	0.0001	0.107925	0.0001	1.05851	0.0001	0.0001	0.936137	0.406442
4930522L14Rik	0.0001	1.39089	0.517007	0.0001	0.174656	2.76998	0.0001	0.0001	2.02818	1.908
4930523C07Rik	19.4326	10.133	34.4499	41.6205	45.0355	22.3255	3.5149	44.2742	18.6083	21.3591
4930524C18Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.780131	0.0001
4930524O07Rik	0.0001	16.789	4.37468	1.03883	5.58589	6.10257	13.4118	2.29848	4.29027	2.03181
4930525G20Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.441102	0.0001	0.0001	0.156106	0.711198
4930526A20Rik	4.20626	0.0001	4.09602	2.69109	9.94979	3.8055	2.86743	10.9258	0.0001	0.0001
4930528H21Rik	0.0001	0.0994423	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01414	0.0001
4930528J11Rik	0.0842232	2.12028	3.97267	1.12268	4.41319	3.98033	3.05242	3.67504	1.2023	2.86752
4930532G15Rik	4.20626	0.0001	0.0001	0.0001	0.43649	0.269477	0.0001	0.0001	1.01414	0.203271
4930535F04Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.858134	0.0001
4930538E20Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.29502	0.0001	0.0001	0.0001
4930545L23Rik	0.0001	0.0001	0.0001	0.0001	0.0001	1.14671	0.0001	0.0001	0.0781031	0.101685
4930546K05Rik	5.55223	0.0001	0.0001	0.0001	0.087378	0.0001	0.0925946	0.0001	0.0001	0.0001
4930547E14Rik	0.0001	0.0001	0.546922	0.0001	0.174656	0.0001	0.0001	0.604937	0.0001	0.0001
4930549C15Rik	0.0001	0.0001	0.0001	0.107925	0.349212	1.23491	0.0001	0.121067	0.624125	0.0001
4930549G23Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.858134	0.0001
4930550C14Rik	0.0001	4.56985	2.84357	1.294	0.960158	3.35172	1.38752	1.08881	2.88621	2.84449
4930553M12Rik	0.757209	0.0001	0.218829	0.107925	0.545807	0.093356	0.277584	0.121067	0.312112	0.101685
4930555F03Rik	0.0001	0.0001	0.0001	0.21575	0.0001	0.0883005	0.0001	0.242035	0.234109	0.711198
4930556H04Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01595
4930556M19Rik	0.0842232	7.25209	0.328193	0.64705	0.087378	0.441102	0.0001	0.0001	0.312112	0.711198
4930558N11Rik	0.0001	0.0001	0.0001	0.542374	0.43649	0.0001	0.0001	0.0001	0.0001	0.0001
4930562F07Rik	0.0001	0.0001	0.0001	0.0001	0.0001	0.253985	0.0001	0.0001	1.75075	0.278745
4930563E22Rik	0.0001	13.312	0.60639	0.4314	1.04744	1.32311	0.0001	0.121067	5.92833	2.64132
4930563M21Rik	2.69204	0.0001	0.109464	0.107925	1.30927	2.29331	0.0001	0.0001	0.0001	0.203271
4930565N06Rik	0.0001	0.0001	0.0001	0.539225	0.0001	0.0001	0.0001	0.0001	0.0001	0.508027
4930570G19Rik	0.0001	0.0001	0.218829	0.323575	0.43649	1.05851	0.0001	0.0001	0.780131	0.812783
4930577N17Rik	0.0001	0.0001	0.437558	0.0001	0.174656	0.0883005	0.0001	0.725905	0.0001	0.0001
4930578M01Rik	1.43019	0.0001	1.09374	0.64705	1.04744	3.79272	2.86743	0.242035	3.58824	2.94608
4930578M07Rik	0.0001	0.0001	0.437558	0.21575	0.174656	0.0883005	0.0001	0.0001	1.32615	0.0001
